ulasan,sentiment_label
Setelah di update makin parah..gak bisa putar film nya...langsung fc,negative
Recomended,positive
i love this app. Thankyou dev!!,positive
"Aplikasi nya udah bagus banget, cuman pengen request kalo audio nya inggris tolong ada subtitel nya<:",positive
"Napa susah amat sih masuk ke yg ke webnya, gw mau nonton lewat PC",negative
Apasih udh kirim kode otp berkali2 g masuk2 g jelas,negative
Bagus Baeteee,positive
Aku menginstal apk ini,positive
"hm sangat bagus harus download nih !,,,,!!!!!!!!!!!!!!!!!!!!!!!",positive
👍👍👍,positive
Sudah berlangganan satu tahun tapi kenapa akhir akhir ini saat waktu mau play video malah error dan blank hitam dan malahan ada keterangan menunggu atau aplikasi tidak merespon,positive
"Sekarnag sudah banyak film dan series yang bisa di tonton, manteb pokoknya!",positive
gg gaming,positive
Maaf ya tapi aplikasi ini tidak terlalu bagus 🙏 soalnya harus ada macam macam jadi aku langsung unistal aja tapi ada bagus nya juga kok 😊,positive
"Ribet pembayaran nya klw mau berlangganan belum tentu semua orang punya kartu debit dan kredit di perbanyak lagi akses pembayaran nya lewat supermarket,dana dll jngn cuma gopay doang",positive
Memang harus berlangganan 1 th dulu ya biar dpt via gopay pembayarannya ? sarannya lebih baik yg perbulan juga lebih di permudah pembayarannya jgn cuma lewat kredit karna ga setiap orang py CC . makasih,positive
Halo developer disney+hotstar syaa ingin bertanya apakah kita ingin menonton film di disney hotstar harus bayar? Tolong jawab min🗿🙏🏻,positive
aplikasi sangat baguss untuk menemani hari hari yg bosan,positive
Good,positive
Dalam nya pendek,positive
p aja,positive
Kok resolusi nya ga ada yg tinggi? Cuma ada rendah sama sedang doang pdhl kemarin ada resolusi yg tinggi kok skrg ga ada?,negative
No answer notifikation,negative
Baguss,positive
Pas saya download film kemarin bagus banget ada resolusi high sampai low. Tapi sekarang pas mau download lagi resolusinya kak berubah ya? Fitur high nya ngga ada hanya medium ama low. Ksel banget waktu download thor ragnarok dengan versi medium jadinya agak burikk padahal filmnya baguss. Benerin dong cokk,positive
"Kode otp ga dikirim-kirim, ganti pake call suaranya ampas logat india ga jelas ngomong apa mana cepet banget ngomongnya",positive
Susah login. Kode verifikasi sms ga sampai2,negative
Bagus,positive
OTP gabisa masuk ke nomer,negative
"Aku tidak bisa mendaftar, aku tidak menerima kode OTP",positive
Keren,positive
Tolong betulkan tampilan home yang gak full screen di sony Xperia 1 baru nanti bintang 5,positive
ko nggk bisa d download ya,positive
ribet banget login nya harus nunggu kode OTP yg lama masuk / kadang ga ada!!!,positive
pas verifikasi.. bahasanya kok inggris.. ga pham,positive
Ditunggu tambahan film horor ♡,negative
Bagus tapi harus pake paket,positive
"for Disney hotstar, there are some problems connecting the device from the cellphone to the tv, I saw some tutorials on youtube and some articles on how to enter to connect the Disney But there is no feature showing to connect to TV, On my mobile device account Disney hotstar What's wrong with connecting the device !please guide",negative
Seneng bangett akhirnya bisa nonton banyak flm kartun disney 🥰🥰 langganannya juga gratis karna pake internet telkomsel 🥰🥰,positive
Bagus,positive
Saran : jika kalian tidak ingin ada adegan kekerasan seperti di WWE adegan memukul di skip maka lebih baik jangan tayangkan jangan masukkan video seperti WWE ke disney+ itu hanya akan memperburuk tayangan tersebut ataupun kalian. (kenapa ada WWE jika adegan memukul di skip),negative
"Film yang sudah di donlot kadang suka ga bisa di play katanya harus logout terus loggin lagi, pas udah loggin film yg di donlot ilang sial jadi malas nonton",negative
"Lagi nonton tiba tiba black screen , padahal wifi gada problem sama sekali. kecewa..",negative
kok ndak bisa di buka ya,positive
Ok,positive
Bagus,positive
"Aplikasi nya suadah bagus banget,semua film Disney Ada...tapi minta tolong agar tambahin fitur Screen Mirroring agar bisa menonton di Tv🙏",positive
udah langganan di telkomsel masukin no hp gak ada sms notifikasi sama sekali ga bisa dipakai,negative
Kasih one piece lah,positive
Lumayan,positive
"Mohon diberi tambahan fitur dalam kecepatan pemutaran dari 1,25 , 1 5, dan 2. Terima kasih 🙏",positive
Saya hanya satu yg saya minta dari op ya tolong buat nontonya gak pakek kuata disney,positive
Setiap di pause atau kepause langsung seketika itu gak akan ada movie yg bisa diputar atau movie sebelumnya pun juga tidak akan bisa diputar atau di play. Sekelas disney hotstar masa kalah sama aplikasi abal abal yg walau di pause masih bisa lanjut nontonnya..,positive
Kayak maksa gitu untuk berlangganan 1 tahun. Mau coba berlangganan 1 bulan tapi pilihan pembayarannya gk muncul malah ditawarin ubah ke tahunan -_-,positive
Saya senang dengan aplikasi ini,positive
"Aplikasinya bagus, soalnya saya pakai buat nonton acara&film2 resmi dari disney&pixar. Tapi kalau install ulang, susah login lagi. Kodenya lama masuk ke sms.",positive
Jujur bagus banget 👍🏻,positive
Maaf jika kasih bintang empat bagus sih apk nya tapi masalahnya itu di iklanya ada yowis ben finalle tapi kucari kok ngak ada tolong developer kasih saran pleas aku ingin tonton yowis ben finalle,negative
"Cannot use, did not receive SMS code for login",positive
Bagussss bangettttt,positive
"Assalamu'alaikum wr.wb min, min blh request gk? Anu... Tolong tambahin film radha Krishna season 2-4 ya min Sm tambahin satu lagi yaitu CINTA ANAK SHOLEH ( CAS ) Pliss bgt min;) Thank you🌹 Wassalamu'alaikum wr.wb",positive
Mau nonton yowis ben finale di iklan tv ada kok di aplikasi nya ga ada ya?,positive
Sangatt baguss!!!! #8282+++++,positive
Bagus.,positive
Good,positive
Bagus banget app nya,positive
bagus aplikasinya,positive
Enak td v&f,positive
Mau masuk ko susah kode otp nya ga terkirim...,negative
Terlalu sering lag dan kadang gak bisa mutar film,negative
"Mau berlangganan kenapa sangat lama loadingnya, pdhl sdh pakai wifi maupun data tp tetep loading 😌 Dan kalau ingin berlangganan 1 bulan knp metode pembyrannya hny bisa via kartu krrdit, untuk e wallet dll hrs berlngganan 1 tahun? 😔",positive
Gambarnya jerni 👍👍,positive
Utk konten sdh bagus... Bintang ku turunin karena utk bulan ini tdk bs login. Padahal sdh berbulan² langganan bundling tsel. Baru bulan ini tdk bs masuk.,positive
Akun saya gak bisa di pakai login,positive
Feedback dari saya tolong tambahkan Fitur paling penting penilaian Dislike & Like seperti NETFLIX biar konten muncul sesuai keinginan saya ada beberapa konten video yang saya sesali berlangganan disney 2 tahun,positive
Lumayan,positive
Susah amat mau perpanjang langganan,negative
Wibu kntl,positive
"Di beberapa film terjadi kesalahan, di ulang ulang di bagian tertentu, padahal jaringan nggak bermasalah, di percepat ya perbaikan nya",positive
"Beberapa hari ini aplikasi tidak bisa dibuka kalau menggunakan wifi, sudah berulang kali uninstall tetap seperti itu juga. Mohon segera diatasi.",positive
seruu suka film Disney soalnya,positive
Waw ini seru banget,positive
Tolong perbaiki bug kualitas video suka berganti sendiri padahal tidak memakai kualitas otomatis,positive
Apl ini lumayan,positive
"Apk bagus, karna ada Wedding agreement series😂😂",positive
donlot ini demi mas bian,positive
Aplikasi bagus favorit banget dah ga nyesel langganan disini,positive
How to fix something wrong,negative
Seru nonton disini .. ga nyesel pokoknya 😍,positive
"Susah banget log in pakai no hp, sms gak masuk masuk sm telp gak masuk pdhl no udh bneer",positive
"Sudah download beberapa film untuk offline di karnakan kerja di laut jarang ada sinyal, belum selesai 1 film di tonton tiba-tiba tidak bisa di tonton lagi, begitu pula dengan film lain yg sudah di download.",positive
Best app for ngabuburit,positive
"Lemot, subtitle kadang hilang ,banyak bugnya suka ngeblank",positive
Pokonya keren,positive
💟,positive
Woee mau lgin aj susah banget pake acara attempt kasi nomer di sms lama pula munculnya bnerin dlu ini aplikasi login aj nyusahin,positive
Aplikasinya kalau mau nonton ribet harus bayar awal dwonglod biasa lancar tp disaat mau nonton itu yang bikin aku gak suka ribet,negative
Pilihan film nya sedikit,positive
Saran tambahkan kolom komentar di setiap film,positive
"Video kualitas paling tinggi ketika di perlebar seukuran layar mengapa pecah?, Mengapa kualitasnya tidak HD ?",negative
Aku ⭐Bintang nay 5 ⠀⠀◣ ◢ ⠀⠀█ █ ⠀⠀█ █ ⠀⠀◤ ◥ 💜BTS💜,positive
Not bad,positive
"Aplikasinya bagus dan memberi kemudahan dalam pembayaran.Harapan kedepan semoga semakin banyak film,series,anime dll di aplikasi ini",positive
"Sy sudh download tp kenp utk pembayarannya hanya bs pake kartu kredit ya,kan jd susah utk berlangganan kl ga punya kartu kredit",negative
tambahin film series arcane dong :),positive
suka bgt sm aplikasi disney,positive
nice,positive
Apknya baguss sekali,positive
Disney.. Beri 😇,positive
"Kode loggin enggak masuk"" Sayang banget padahal udah langganan tapi gak bisa loggin gimana sih",negative
Gak sesuai iklan d TV ternyata yowisben finale gak ada gitu kalo di iklan ada,positive
"Min terimakasih udah menambahkan anime attack on Titan di Disney+.... TAPI ini judulnya season 1, posternya season 1, kenapa isinya season 4???😭",negative
pub:Karyakarsa,positive
Semoga disney+ bisa upgared fitur pemilihan tempat penyimpanan untuk download. Soalnya kalo penyimpanan tarok diinternal suka buffering lama juga sering ngabisin tempat penyimpanan internal. oiyaa tambahin pemilihan pengaturan kecepatan juga biar makin complete. sukses selalu disney!!,positive
Bagus. Kualitas gambar HD. Tapi sayang filmnya sudah saya tonton semua gk da film terbaru 2022,negative
Susah untuk pembayaran setiap kali memasukan kartu selalu gagal,negative
Sebenarnya apk ini bagus.... Tapie untuk pembayaran langgannnya harus ada pembenahan.... Kita yg gg punya kartu.kredit gmna cranya berlangganan? Mau bayar pake wallet juva ndak bisa🙏,positive
Dak seru bayar lagi,negative
Tapppssss,positive
Kurang bagus,negative
film ya bagus smua,positive
"Di A51 saya kok tiba² hitam cuma suara yg keluar, ga ada gambar, solasinya dong",positive
"Pembayaran langganan jadi ribet gak bisa lewat virtual account,lewat pembayaran kartu debit maupun kredit selalu gagal padahal udah bener ngisi nya.",negative
"Tidak bisa login, tidak bisa menerima sms OTP, via telpon bahasanya gak jelas pake bahasa mana",negative
"Sering loading, padahal jaringan ok. Apa aps ini kurang support jika menggunakan data seluler?",negative
"Saya tidak bisa log in, alasannya saya terdetect di Singapura, padahal saya di Indo dan tidak pakai VPN. Komplain, disuruh reset router, sudah dilakukan tapi masih tidak bisa log in. Komplain lagi tidak ditanggapi.",negative
Kualitas yg bagus,positive
"Sudah langganan, wifi & koneksi lancar.. Video putus"" Bukan buffering tp putus"" Seperti tersendat.. Sudah clear cache & hapus data kondisi masih sama",positive
💐💐💐💐❤️,positive
Ya o9ii oh,positive
Videos nya bags jnglupa super,negative
Bad,negative
Bagus,positive
Cara pembayaran berlangganan hanya tersedia melalui credits card tdk ada metode lain ...? Jadi sulit mau cba berlangganan,negative
"Cara pembayaran susah banget, gak kayak WebTV lainnya, langganan juga harus 1 tahun gak bisa per bulan, kayaknya sengaja karena pada penasaran sama series yang lagi viral",positive
Film yg bagus2,positive
Apk nya bagus,positive
Ini juga merupakan bagian ii gue gak mau jadi jadi orang🚹 u know what is it 9iloioiu jk jukj j j ini adalah lk kn mu j i mi ini u uiu87 Hi ik iman ik 8 ik k j n ki klllllnjii mj kkkk mi j jm....... Jjk.. Jjkj. j. N. . N j j jj. j kkioiuyn hj kk kk i ji kk7uikk yuh u jkj kkuu mmk mmniujj kk n mk iiikjuhj i ko mk kukira h nh gue gak jji8i8uuu uj j jj u hy l lk ki jo i kim iokkkk kk KKKK8HHH kk kk j mmkkjij ini km kn kim ki ii km nkk. Ou mj mk j i mk kk KKn son Iin uji nining,positive
"MAU KASIH SARAN AJA NIH, COBA OTP NYA JANGAN DELAY DEHH.. NGESELIN BANGET, TERUS JUGA KALO PAKE VIA CALL JANGAN ORANG INDIA YANG KASIH KODE OTP, BAHASA INGGRIS NYA BEDA LOGAT, JADI GABISAA LOGIN GARA GARA GITU TERUS. MOHON SEKALI LAGI SMS OTP NYA JANGAN DELAY, MAKASIH.",positive
Hai min ijin tanya ya sebenernya aplikasi ini berbayar atau gratis ya?,positive
Bintang 2 dulu masa video udah banyak di download mau nonton awalnya bisa beberapa hari nonton video offline gabisa lagi parah,positive
!?@#$%\=*+-%%$& nmm,positive
"Tolonglah kalau update series sesuai tanggal dong. Contohnya 911 Lone star S3 Ep 13, rilisnya harusnya tanggal 11 April tapi di upload tanggal 15 April. Kemudian keterangannya dikasi 11 April.. Dasar yah Indonesia banget ini mah",positive
"aku kasih bintang 4,karena film dari marvel nya kurang lengkap. keseluruhan oke banget aplikasi nya.",positive
Summer time,positive
Sekarang kalo pake WiFi jadi loading,positive
"Gak tau ini kenapa belakangan aplikasinya gak bisa dibuka, tolong diperbaiki yaaaa. Saya Langganan tiap bulan Disney+ ini",positive
"Tidak bisa berlangganan perbulan pakai gopay, padahal mau test dulu kalau cocok baru lh pertahun tapi sayang nya tidak bisa :( susah lah kalau mau berlangganan",positive
Bagus,positive
Wow saya beruntung mengdowlod Disney + Hotstar karena saya bisa nonton sepuas nya!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,positive
Baguslah,positive
"Saat mengganti kualitas gambar (dari medium ke tinggi, maupun sebaliknya), video pasti berhenti sendiri lalu mengulang dari awal. Parah sih ini",negative
Ok,positive
Terbaik diantara yg laen😍🥰,positive
Aplikasi nya tidak bagus susah sekali nonton nya loading nya lama sekali betulan jangan di downlod aku cuma bintang 1,negative
"Apk nya sudah bagus cara berlangganan juga mudah tapi Film & serialnya nya gk update"", film yang baru"" juga gak ada. Agak kecewa sih, masih bertahan pakai Disney + Hotstar karna ada Grey's anatomy yang masih update per episode nya.",positive
Kok update film nya lama banget pengen nonton yowis ben,positive
Apakah film ini membayar,negative
baik terima kasih saran nya tapi memang untuk kode otp lama masuk nya👍,positive
"Tolong dibuat untuk samsung smart tv, sudah lama ditunggu belum ada juga, trims.",positive
"Saya nonton disney+hotstar berasa dengerin radio cuma ada suara dan layarnya ijo semua. Tapi gpp sih kayak"" nostalgia gitu dulu blom ada hp jadi dengerin radio tiap hari. BAGUS DAN TINGKATKAN!!",positive
Harus bayar gak?,negative
"Padahal baru download, mau masuk nunggu kode Verifikasi ga dikirim kirim, pilih via call tapi malah ga jelas bilangnya 123",negative
"Mantap Banget sihh Disney+ Hotstar Bener Bener Film Film Nya Bagus Dan Berkualitas Semua The Best Lah Tapi Masih Ada Kekuarangan Nya Sih Tapi gpp overall 1 kata untuk Aplikasi Disney Yang Satu ini ""MANTAP DISNEY""",positive
"Untuk kualitas suaranya tolong di tingkatkan lagi, agar lebih menggelegar, saya udah pake subwoofer tapi masih aja kurang nendang, jangan mau kalah Ama sebelah.",positive
"Disaat sedang streaming, Video nya suka gelap tiba tiba, tetapi film nya masih berlanjut, dan harus di pindah ke episode lain dulu baru film nya kembali normal, itupun hanya bertahan sebentar, dan film tiba tiba gelap lagi. Tolong aplikasi nya di tingkat kan lagi, karna ini sangat mengganggu disaat menonton film yang di suka.",positive
Sudah bayar indihome tapi langganan tidak diperbaharui,positive
sudah berlangganan tapi sering eror gak bisa diputar padahal udah download internert lancar parah sekelas brand besar app aja gak becus,negative
Exelent,positive
Kalau bisa tambahin film friday the 13th lah keren,positive
Buriiiiiiiiikkkkkkkk😂😂😂😂😂😂😂😂😂😂😂😂😂tapi boooooooong,negative
rating 2 dlu deh aplikasinya broken pas lagi nonton trus hp nya kekunci mau nonton lagi malah tidak bisa terjadi kesalahan (PL-1001) disuruh coba lagi malah gitu lagi gitu lagi jadi harus direstart hp baru bisa lagi. mohon pihak disney buat memperbaiki nya,negative
"Mau login aja susah, kirim kode ke SMS aja kenapa jangan pkek via call. Ribet dengernya kecepetan",negative
"Sangat bagus untuk nonton, dari kualitas video maupun terjemahan nya",positive
👍👍👍👍👍👍,positive
Saya mau berlangganan per bulan lewat gopay kenapa gk bisa ya?,positive
jelek,negative
ini kok abis pindah negara malah jadi error.... cuma loading doank...,negative
Kalau login suka eror kembali sendiri bikin kesel,negative
Terlalu mahal,positive
kurang banyak film nya.abis kelar nonton.bosen deh gada lg yg baru.,negative
Apk terbaik memang,positive
Lambat saat memulai aplikasi,positive
Good,positive
Uda pake kuota pake bayar lg uninstal aja lah 🔥,negative
Mantapp...,positive
"Yg gratis bnyk,ngpa in byr",positive
aplikasi taik. Mau berlangganan aja susah gak bebas akses,negative
udah berlangganan tapi kok apk tidak bisa digunakan ya? saat mau nonton selalu buffering dan tidak lama kemudian keluar sendiri dari apknya? apa²an ini!,negative
Kenapa aplikasinya ga bisa kepake kalo guna in jaringan WiFi???apa mesti harus pake internet data seluler???,positive
"Untuk hari ini kenapa yaa,kok gak bisa nonton eror Mulu pdhl udh berlangganan 1thn",negative
Film yg di putar selalu buffering dan eror kembali ke awal padahal koneksi selalu stabil.,positive
Kalo bukan wedding agreement aku gamau download ini🥵🤟untung ak suka .,negative
Audio nya diperbaiki dong. Kurang mantap karena walaupun dah volume paling besar tetep kurang enak didenger kecil bener suaranya.,negative
Aplikasi bagus.. Film2 terbaru tlg selalu di Update..,positive
Film nya super terbaik 😊❤❤❤,positive
"update filmny lama , pdhl sdh brlngganan 1 thn,, filmnya itu2 mlulu,yg ada bosan jadinya, tolongny percpt update filmnya actionnya. bosan liat avenger dkk",positive
"oke sih untuk aplikasi yang memberikan layanan vidio bioskop orginal. for all, it's oke 5 stars tapi mohon untuk memperbanyak film yang ada, saya tau ini aplikasi baru dan film yang ada juga film terbaru mohon diperbanyak film film lama tahun 2017 sampai sekarang dan tambahin juga dong anime movie ke disney+ hotstar, untuk orang orang yang suka anime dan ingin menonton film original nya melalui aplikasi ini",positive
👍,positive
Ukuran font subtitle jadi kecil bgt padahal pas awal2 masih normal tpi skrng malah kecil terus di semua film2😭,negative
Good,positive
Relaxing,positive
Aplikasi yg menghibur keluarga,positive
"Hallo admin. Min, saya sudah uninstal disney+ tp ini kenapa ada seperti download/update app yaa.. tapi muter terus di playstore saya, jadi saya nggak bisa instal app lain 😑 bagaimana cara menghentikannya???",positive
Tolong dong app nya sering keluar tiba2,positive
"App-nya bagus poll, tapi sayang suka tiba-tiba kehapus sendiri aplikasinya, kalau udah habis masa langganannya",positive
Kenapa pas nonton layarnya jadi hijau semua?,positive
"kecewa sih langganan harus setahun , untuk bulanan tidak bisa.",negative
bagus banyak film,positive
Gak bisa login padahal nomor udah betul,positive
"dr dulu udah tertarik Disney+ hotstar cm blm yakin,tp sejak ada drama rookie cops nya kang daniel lgsg mantap buat langganan skrg bs ntn drama yg lain juga sejauh ini blm ada masalah sm app nya,drama dan film nya original disney+ bagus² semua suka deh 👍👍👍 diperbanyak lg koleksinya kek anime,film² box office dll.",positive
susah mau nontonnya ribet,negative
Saya tidak bisa berlangsung caranya susah pake kartu ATM juga ngga bisa,negative
Sangat keren banyak kartun yang telah saya tonton dimasa kecil dan saya bisa menostalgia dengan kartun yang telah menemani saya di mana kecil,positive
Kode OTP via sms maupun call tidak ada reply fak lah,negative
"Kok uda sminggu lebih gk bisa play... Tiap mau nonton langsung keluar... Aplikasi uda coba di update, uda coba di log out trs masuk lagi tapi tetap msh error",negative
"Selalu 'something wrong' capek bangetttt, udh uninstall install trs trsannn. Please diperbaikin dong, padahal udh jadi member 🔪🔪🔪🔪",negative
😂😂😂,positive
Bagus banget bisa nonton film yang udah ada di bioskop terus ada filtur Disney kids dan film nya seru dan murah banget dong iloveyou Disney+hostar,positive
Yep,positive
Cigjfufigifusut6yjgji fosil to goO go ipin just jl kak ke z isi of o ia di of O of go of Vi on no id si of go of do US Dollar as menjadi negara pertama yang suka menulis atau y6rugu good di dia i of steel ball d to of si or d go di fhggghhhhhhhhhhhhhhhhhhhhhhhhhhhh IDR ih BNN g go di di di di di di di di di go go go go go go go go id si hd d PS si di di di go Trihapsari iiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiii uuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuu,positive
Bagus,positive
Sngtbgus dan menghibur disela² wktu yg ksong,positive
"Satu kata buat nih aplikasi,,,sampah karena ga bs login menggunakan no hape,,,ditungguin ga dtg2 itu kode verifikasi,,",positive
Bagus bgt. Buat berlangganan disini juga di permudah bgt,positive
Kenapa harus pakai card untuk member bulanan? Sistem pembayaran masih belum flexible.,negative
Mantaplah ya kan,positive
Awalnya berlangganan langsung dri telkomsel bisa ehh skrg kenapa tiba2 gk bisa padahal aku gk pernah ganti kartu😭😭😭😭 mana mau nnton drama kesukaan lagii,positive
"Aplikasinya bagus, cuman aku emosinya udah banyak download film, malah kehapus sendiri anjir. Emosi bangat, balikin paket aku woy 😑",positive
Ada gangguan ya aplikasinya kok ga bisa diputar kan saya sdh berlangganan?,negative
Login nya sudah gabisa,negative
"Bagus, nice",positive
😍😍😍😍,positive
Ko yg pket sebuln ga bisa pembayaran metode lain sih masa hrus pke kartu kredit,positive
"Buat kalian yang mau premium gratis, itu bisa kok bagi kalian yang langganan paket internet Telkomsel yang ada tulisan + langganan Disney, cara nya kalian daftarkan nomor hp kalian di apk disney tersebut dan tada udah premium.",positive
"Halo min , diney nya ga bisa di download kenapa ya Padahal penyimpanan saya ga penuh",positive
Bangke,positive
Top best top,positive
Overall bagus. Cuma ada beberapa film marvel yg gak hadir di Disney+ mungkin gara2 publishernya Sony,positive
BAGUS DAH,positive
Bagus amat aku bisa nonton lama sekali tapi aku nontonnya kadang-kadang ya soalnya lama lama banget woi lama banget,positive
"Kenapa kualitas video berpindah sendiri , padahal di setingan rendah , tapi kenapa kualitas nya tiba tiba tinggi , sangat menggangu tolong di perbaiki.",negative
Please yg Inggris pake subtitle dong,positive
Aplikasi nya bagus banget loh loh 🥳👭👨‍❤️‍💋‍👨,positive
Di byU udah ga bisa langsung membership. Harus berlangganan seperti produk tsel yg lain. Paket biaya berlangganan nya pun sedikit pilihan nya. Dengan harga tidak masuk akal... Orang kan gak mungkin nonton setiap hari selama 24 jam hahaha... Delete aplikasi.,positive
Yaallah dapet otpnya aja susah bgt anjir gue kasih bintang satu sementara,negative
"Ini Disney nya kenapa ya? Ko lodingny lama bgt dan pas nonton macet macetan dan gambar ny bermasalah, mohon author ny tolong di perbaiki ya tmksh",positive
Mantap,positive
"Aplikasinya udah bagus, mau berlangganan juga sangat dipermudah dalam proses pembayarannya, ada banyak pilihan metode pembayaran yg disediakan. Tapi serial animenya masih agak kurang dibandingkan dengan beberapa aplikasi nonton film lainya. Kedepannya berharap banget ada tambahan list anime baru yg di up, entah itu anime movie maupun anime series☺️🙏🙏🙏☺️",positive
Mohon film terbaru Disney di keluarkan Karen filmnya masih yg lama,positive
"Bagus , tingkatkan kwalitas flmnya. 😃😃😃",positive
"Entah kenapa, pas di pause kemudian di play lagi, vidio nya ngga mau play, loading terus",positive
"Bagus banget,semoga kedepannya Disney+ bakal banyak Anime",positive
Keren,positive
Thx,positive
"Ttp aja kuota ke potong , kata nya udah langganan disnes + hoststar ,ttp aja kuota di potong",negative
Mantap👍,positive
Kenapa ya aku loginnya disuruh pakai email? Apakah ada solusi?,positive
Gbsa di download 😌,positive
Cocok untuk menemani keseharian di kala gabut melanda.,positive
"Kenapa ya disney padahal saya pake telkomsel terus beli paket kuota yang ada langganan disney nya tapi pas nyoba masuk disney pake no telkomsel yang itu gak bisa, kenapa ya?",positive
Shipzss,positive
"Ga bisa puter film apapun, muncul terus masalah DRM 1206, udh d cba cara mengatasi nya sesuai step, tetep aja kluar masalah drm 1206,hadeuuuh",negative
MASA KUDU LANGGANAN 1THN DLU BARU BISA BAYAR PAKE VA AMA EWALET. KLO GA ADA CREDIT CARD GMN????,negative
"Saya sudah login hotstar, ketika hendak melakukan pembayaran langganan selalu tidak bisa. Melalui gopay & debit pun tidak bisa, satu bulan & satu tahub pun tidak bisa. Saya login kembali menggunakan nomor ponsel lain, tidak mendapat kode verifikasi... Payah",positive
Jelek,negative
"BAGUS BANGETTT APKNYA, banyak film nya juga, TAPI PALING KAGET TERNYATA ADA ANIME JUJUTSU, kalo bisa sih lebih banyakin lagi animenya, sama filmnya 🤩🤩🙏",positive
Selalu jd pemersatu di saat gabut sama istri...,negative
Padahal saya sudah berlangganan dengan menggunakan Telkomsel tapi ketika ingin mendownload film saya diminta untuk berlangganan ??,positive
"Terbaik lahhhh Disney, kukasih bintang 5!!!!!!!!!!! (づ｡◕‿‿◕｡)づ",positive
Tambah kan lagi film nya,positive
Hhhhhhhhhh bagus,positive
Maksa banget buat bayar setahun padahal maunya langganan 1 bulan,negative
Rekomendasi,positive
Love it,positive
"pembayarannya sulit harus menggunakan gopay dan kartu kredit atw telkomsel, kurang bervariasi sdngkn saya gpny smua itu pdhl mau brlangganan :')",positive
Ngeleg euyyyy,positive
Kok gak bisa langganan pakai gopay lagi?,positive
Kok langganan bulanan pakai gopay gak bisa lagi sih,positive
Terimakasih hoststar udah kasih film yang banyak,positive
"Susah log in min, nunggu sms gak masuk, coba pake call code suaranya kurang jelas, mohon diperbaiki",negative
Bagus cuma buat login susah kadang sms gk masuk lewat panggilan juga bhs inggrisnya kurang jelas,negative
"Kenapa saya harus berlangganan lagi .. saya dapat paket berlangganan selama 1 bulan dari Telkomsel ,. Kok tidak berlaku sih ??? KALO MASIH TAK DI RESPON SAYA AKAN HAPUS APK INI. 👎 SAYA PENGGUNA LAMA BARU KALI INI BERMASALAH SEPERTI INI DAN TAK DIRESPON JUGA PADAHAL SAYA SDH HUBUNGI LEWAT EMAIL JUGA.",positive
Gratis donk,positive
Ini harus berlangganan kalau mau Download ya... Kirain gtatis,positive
👍👍👍👍👍,positive
Kenapa ada gangguan dan gagal saat download?,negative
kenapa pembayaran melalui pulsa Telkomsel tidak ada ya?? padahal saya sudah beli pulsa nya loh.. pas sudah beli pulsa nya malah gaada pembayaran melalui Telkomsel.. tolong ada in lagi,positive
Oke banget .,positive
Aku sebagai orang auditori merasa kurang dikarenakan tidak adanya fitur percepat,negative
Sangat bagus dan kualitas yg sangat bagus good joup deh (aljabir almantabir)good joup deh semuanya jadi puas di sini,positive
Ok mantap,positive
"Kenapa saat saya menonton film, layar hitam dan tidak kelihatan filmnya, tolong dibantu masalah saya",negative
"Untuk development kiranya ada dub malaysia untuk film cartoon yg dari Malaysia,karena pengalaman kalau dubnya Inggris atau Indonesia,kita dengarnya agak aneh",negative
"Untuk mengulang ke 10 detik selalu lama prosesnya kadang error dan terkadang bila video di cepatkan akan patah""",negative
Good,positive
Aplikasinya sangat bagus buat nonton film. Semoga film nya di tambah terus ya,positive
"Waduh, ini kok bisa sih balik lagi k +65.? Padahal belum sehari menikmati film +62, kayaknya perlu dan harus ada perbaikan sistem, padahal sudah jelas nomer saya +62. Hadeeeh...🙄😒😒😒😏😏",positive
No pengirim kode Verifikasi masa +62813. No resminya mana,positive
Tolong dong adain vitur percepat kaya si merah,positive
😎😎😎😎😎,positive
Nice,positive
Bagus banget,positive
Ga bisa play film yg sudah di download,negative
"Tolong sedia kan fitur save ke SD card dong buat video yang sudah di download,supaya memori internal ga penuh",positive
"Untuk sementara kasih bintang 2 dulu, soalnya Disney+ ku gabisa dibuka, ada yang tau solusinya gak??",positive
Alhamdulillah,positive
Kirim kode verifikasi aja ribet ga jelas so pake bahasa inggris udah gitu ga jelas bikin pusing aja,negative
Udh langganan..tapi gambar skip skip.. ga bisa lanjut liat walking dead. Tolong perbaiki,negative
Pengatur kecerahan tolong ditambahkan dong,positive
The best,positive
Nice,positive
Aplikasi favorit,positive
"Aplikasi sampah,gabisa log in. Aplikasi busuk,bubarin ajalah timnya😏",positive
Bagusss..... Lumayan langganan gratis dari kuota combo sakti Telkomsel :),positive
Bagus banget!!!,positive
"Mau login susah banget, kode OTP nggak terkirim, padahal no HP udah bener",negative
